Transaction_ID,Date,Customer_ID,Merchant_Name,Transaction_Amount,Payment_Method,Transaction_Status,Location
T2081,2025-08-20,C116,Flipkart,6182.36,Debit Card,Success,Delhi
T2082,2025-08-20,C171,Flipkart,9365.8,Debit Card,Failed,Delhi
T2083,2025-08-21,C157,Amazon,7847.98,Debit Card,Success,Bangalore
T2084,2025-08-21,C101,Flipkart,5941.75,UPI,Success,Chennai
T2085,2025-08-21,C194,Flipkart,5693.01,Net Banking,Pending,Chennai
T2086,2025-08-22,C124,Amazon,7662.84,Credit Card,Success,Mumbai
T2087,2025-08-22,C192,Amazon,9319.24,Credit Card,Success,Delhi
T2088,2025-08-22,C175,Flipkart,6612.85,Debit Card,Success,Chennai
T2089,2025-08-22,C131,Swiggy,3403.01,Debit Card,Pending,Bangalore
T2090,2025-08-23,C158,Swiggy,3212.96,UPI,Success,Bangalore
T2091,2025-08-23,C137,Flipkart,4435.25,Credit Card,Success,Delhi
T2092,2025-08-23,C175,Flipkart,9367.79,Debit Card,Pending,Mumbai
T2093,2025-08-23,C180,Flipkart,9867.65,UPI,Pending,Bangalore
T2094,2025-08-24,C195,Flipkart,8520.28,Credit Card,Success,Mumbai
T2095,2025-08-24,C180,Amazon,6892.35,Debit Card,Success,Delhi
T2096,2025-08-24,C175,BigBasket,3024.05,Credit Card,Success,Chennai
T2097,2025-08-24,C111,Myntra,9192.57,Debit Card,Success,Mumbai
T2098,2025-08-24,C173,BigBasket,8804.08,Debit Card,Success,Kolkata
T2099,2025-08-25,C159,Swiggy,6690.28,Credit Card,Success,Mumbai
T2100,2025-08-25,C110,Swiggy,387.1,Credit Card,Success,Chennai
T2101,2025-08-25,C137,BigBasket,2062.22,Credit Card,Failed,Kolkata
T2102,2025-08-26,C155,Flipkart,153.76,Net Banking,Success,Delhi
T2103,2025-08-26,C121,BigBasket,2461.67,UPI,Pending,Bangalore
T2104,2025-08-26,C149,BigBasket,9285.17,Net Banking,Success,Mumbai
T2105,2025-08-26,C191,BigBasket,497.5,UPI,Success,Kolkata
T2106,2025-08-27,C187,Amazon,6337.12,Debit Card,Success,Chennai
T2107,2025-08-27,C120,BigBasket,2011.11,Debit Card,Success,Delhi
T2108,2025-08-27,C129,Amazon,6154.28,Credit Card,Success,Delhi
T2109,2025-08-27,C194,Flipkart,8853.04,Net Banking,Success,Chennai
T2110,2025-08-27,C119,Myntra,1916.98,Net Banking,Failed,Chennai
T2111,2025-08-28,C163,Swiggy,6400.44,Credit Card,Success,Chennai
T2112,2025-08-28,C103,BigBasket,3083.29,UPI,Success,Chennai
T2113,2025-08-28,C105,Swiggy,9411.88,Net Banking,Success,Delhi
T2114,2025-08-28,C109,Amazon,4794.27,Net Banking,Success,Delhi
T2115,2025-08-29,C158,Flipkart,4336.24,UPI,Pending,Chennai
T2116,2025-08-29,C114,BigBasket,4146.95,UPI,Success,Bangalore
T2117,2025-08-29,C171,Swiggy,456.99,UPI,Success,Chennai
T2118,2025-08-29,C180,Flipkart,5767.33,Net Banking,Success,Chennai
T2119,2025-08-29,C129,Amazon,6559.09,Debit Card,Success,Kolkata
T2120,2025-08-30,C183,Amazon,4371.04,Debit Card,Success,Mumbai
T2121,2025-08-30,C148,Amazon,7393.39,Debit Card,Failed,Bangalore
T2122,2025-08-30,C139,Amazon,5250.72,UPI,Success,Mumbai
T2123,2025-08-30,C123,BigBasket,4992.0,Net Banking,Success,Delhi
T2124,2025-08-30,C102,BigBasket,650.12,Net Banking,Success,Kolkata
T2125,2025-08-31,C119,Swiggy,7452.66,UPI,Success,Chennai
T2126,2025-08-31,C165,Swiggy,3785.39,Credit Card,Success,Kolkata
T2127,2025-08-31,C188,Swiggy,3712.7,Net Banking,Failed,Delhi
T2128,2025-08-31,C154,Amazon,3178.52,Credit Card,Pending,Delhi
T2129,2025-09-01,C146,Myntra,6444.8,UPI,Success,Delhi
T2130,2025-09-01,C146,Amazon,1721.14,Debit Card,Success,Delhi
T2131,2025-09-01,C147,BigBasket,5604.1,Net Banking,Failed,Bangalore
T2132,2025-09-01,C169,Flipkart,4537.63,Credit Card,Success,Kolkata
T2133,2025-09-01,C185,Swiggy,4394.41,UPI,Success,Chennai
T2134,2025-09-02,C127,Myntra,542.03,Credit Card,Success,Delhi
T2135,2025-09-02,C182,Flipkart,5905.81,UPI,Success,Delhi
T2136,2025-09-02,C130,Myntra,8451.53,Net Banking,Success,Chennai
T2137,2025-09-03,C168,Swiggy,7652.74,Debit Card,Pending,Delhi
T2138,2025-09-03,C150,Amazon,3450.72,Credit Card,Pending,Bangalore
T2139,2025-09-03,C166,Swiggy,8534.95,UPI,Failed,Chennai
T2140,2025-09-03,C186,Amazon,8517.72,UPI,Success,Kolkata
T2141,2025-09-04,C166,Amazon,4045.67,Net Banking,Failed,Mumbai
T2142,2025-09-04,C114,Myntra,3454.67,Net Banking,Success,Kolkata
T2143,2025-09-04,C181,Swiggy,4537.25,Credit Card,Success,Delhi
T2144,2025-09-04,C112,Amazon,2852.42,Net Banking,Success,Chennai
T2145,2025-09-04,C114,Swiggy,6241.54,Credit Card,Success,Bangalore
T2146,2025-09-05,C169,BigBasket,7234.89,UPI,Success,Bangalore
T2147,2025-09-05,C145,BigBasket,1229.63,Debit Card,Success,Mumbai
T2148,2025-09-05,C134,Amazon,6575.61,UPI,Failed,Bangalore
T2149,2025-09-05,C120,Myntra,7364.16,Credit Card,Success,Mumbai
T2150,2025-09-05,C142,Flipkart,505.37,Debit Card,Success,Mumbai
T2151,2025-09-06,C121,BigBasket,9781.38,UPI,Pending,Delhi
T2152,2025-09-06,C160,Swiggy,5599.07,Net Banking,Success,Kolkata
T2153,2025-09-06,C147,Amazon,466.01,Credit Card,Success,Bangalore
T2154,2025-09-06,C178,Myntra,6785.53,Net Banking,Pending,Mumbai
T2155,2025-09-06,C125,Flipkart,7420.37,Credit Card,Success,Kolkata
T2156,2025-09-07,C155,Myntra,6256.79,Net Banking,Pending,Bangalore
T2157,2025-09-07,C174,Amazon,6805.15,Debit Card,Success,Delhi
T2158,2025-09-07,C109,BigBasket,6748.97,UPI,Success,Kolkata
T2159,2025-09-08,C183,Swiggy,3059.54,Credit Card,Pending,Chennai
T2160,2025-09-08,C173,Flipkart,8876.92,UPI,Pending,Mumbai
T2161,2025-09-08,C130,Swiggy,7204.63,UPI,Success,Chennai
T2162,2025-09-08,C154,Swiggy,4138.63,UPI,Success,Delhi
T2163,2025-09-09,C127,BigBasket,7038.72,Debit Card,Success,Chennai
T2164,2025-09-09,C151,BigBasket,5019.47,UPI,Pending,Delhi
T2165,2025-09-09,C130,Flipkart,2099.59,Debit Card,Pending,Delhi
T2166,2025-09-09,C148,Swiggy,3498.6,UPI,Failed,Chennai
T2167,2025-09-10,C146,Amazon,2916.95,Debit Card,Success,Kolkata
T2168,2025-09-10,C192,Amazon,9099.74,UPI,Pending,Bangalore
T2169,2025-09-10,C150,Myntra,6569.05,Debit Card,Success,Bangalore
T2170,2025-09-10,C103,Myntra,1638.87,UPI,Success,Delhi
T2171,2025-09-10,C152,Flipkart,7940.55,Debit Card,Success,Mumbai
T2172,2025-09-11,C102,Amazon,9947.55,Debit Card,Success,Mumbai
T2173,2025-09-11,C124,BigBasket,7897.14,UPI,Pending,Delhi
T2174,2025-09-11,C193,Flipkart,6563.93,UPI,Success,Bangalore
T2175,2025-09-11,C126,Amazon,454.84,Credit Card,Success,Bangalore
T2176,2025-09-12,C178,Flipkart,748.75,Net Banking,Success,Kolkata
T2177,2025-09-12,C123,Swiggy,604.51,UPI,Success,Mumbai
T2178,2025-09-12,C136,Swiggy,7012.08,Net Banking,Pending,Bangalore
T2179,2025-09-13,C151,Myntra,4224.44,Net Banking,Pending,Delhi
T2180,2025-09-13,C153,BigBasket,112.21,Net Banking,Success,Chennai
T2181,2025-09-13,C181,Myntra,4370.14,Debit Card,Success,Mumbai
T2182,2025-09-14,C113,Myntra,2500.58,UPI,Success,Bangalore
T2183,2025-09-14,C100,Myntra,3374.28,Net Banking,Failed,Chennai
T2184,2025-09-14,C178,Amazon,7144.42,UPI,Success,Mumbai
T2185,2025-09-14,C178,Myntra,9196.35,Net Banking,Pending,Bangalore
T2186,2025-09-15,C191,Flipkart,1195.23,Debit Card,Success,Mumbai
T2187,2025-09-15,C130,Amazon,5942.93,Debit Card,Success,Bangalore
T2188,2025-09-15,C152,BigBasket,6229.28,UPI,Success,Delhi
T2189,2025-09-16,C139,Myntra,9196.06,UPI,Success,Bangalore
T2190,2025-09-16,C188,BigBasket,3679.21,Credit Card,Success,Delhi
T2191,2025-09-16,C193,Amazon,6047.27,Credit Card,Success,Chennai
T2192,2025-09-16,C153,Swiggy,873.27,UPI,Success,Mumbai
T2193,2025-09-16,C183,Myntra,1738.33,Net Banking,Success,Bangalore
T2194,2025-09-17,C186,Swiggy,3239.82,Net Banking,Success,Bangalore
T2195,2025-09-17,C192,Flipkart,1522.81,Debit Card,Success,Mumbai
T2196,2025-09-17,C160,Amazon,9918.57,UPI,Success,Delhi
T2197,2025-09-17,C190,BigBasket,5887.92,UPI,Success,Delhi
T2198,2025-09-17,C110,BigBasket,5408.38,Net Banking,Success,Mumbai
T2199,2025-09-18,C199,Amazon,3018.08,Debit Card,Pending,Bangalore
T2200,2025-09-18,C185,Flipkart,5997.57,Net Banking,Success,Bangalore
T2201,2025-09-18,C179,BigBasket,6146.62,UPI,Pending,Chennai
T2202,2025-09-18,C173,Swiggy,7285.12,Debit Card,Success,Kolkata
T2203,2025-09-18,C146,Swiggy,4250.8,Credit Card,Success,Bangalore
T2204,2025-09-19,C104,Swiggy,5250.28,UPI,Success,Chennai
T2205,2025-09-19,C125,BigBasket,4010.57,Net Banking,Success,Mumbai
T2206,2025-09-19,C106,BigBasket,1866.57,Debit Card,Success,Delhi
T2207,2025-09-20,C116,Myntra,4751.03,Net Banking,Success,Mumbai
T2208,2025-09-20,C179,Swiggy,5218.49,UPI,Success,Mumbai
T2209,2025-09-20,C161,Amazon,5742.34,Credit Card,Success,Mumbai
T2210,2025-09-20,C155,Swiggy,8001.16,Credit Card,Pending,Delhi
T2211,2025-09-20,C131,Amazon,329.09,Debit Card,Failed,Bangalore
T2212,2025-09-21,C157,Swiggy,8886.95,Debit Card,Success,Kolkata
T2213,2025-09-21,C183,Swiggy,5851.79,UPI,Success,Chennai
T2214,2025-09-21,C122,BigBasket,4729.64,Net Banking,Success,Delhi
T2215,2025-09-21,C170,Myntra,1397.98,UPI,Success,Delhi
T2216,2025-09-22,C162,Flipkart,2511.61,Credit Card,Success,Chennai
T2217,2025-09-22,C146,Amazon,2853.32,Credit Card,Success,Bangalore
T2218,2025-09-22,C127,Amazon,4737.32,Debit Card,Success,Delhi
T2219,2025-09-23,C142,Amazon,9597.39,Net Banking,Success,Mumbai
T2220,2025-09-23,C196,Flipkart,2599.12,Net Banking,Success,Kolkata
T2221,2025-09-23,C186,BigBasket,9026.25,Net Banking,Failed,Bangalore
T2222,2025-09-24,C174,Amazon,1464.16,Net Banking,Pending,Kolkata
T2223,2025-09-24,C190,Amazon,8473.39,Net Banking,Success,Chennai
T2224,2025-09-24,C163,Amazon,2607.23,Net Banking,Success,Delhi
T2225,2025-09-24,C139,Myntra,7377.78,Debit Card,Pending,Bangalore
T2226,2025-09-25,C185,Amazon,7624.15,Net Banking,Pending,Mumbai
T2227,2025-09-25,C188,BigBasket,1294.49,Net Banking,Pending,Bangalore
T2228,2025-09-25,C136,Myntra,8480.14,Debit Card,Pending,Delhi
T2229,2025-09-25,C135,Amazon,2528.06,Credit Card,Success,Mumbai
T2230,2025-09-26,C179,Swiggy,5355.42,UPI,Success,Kolkata
T2231,2025-09-26,C103,Myntra,9406.19,Net Banking,Success,Delhi
T2232,2025-09-26,C125,Myntra,4957.02,Debit Card,Success,Kolkata
T2233,2025-09-26,C166,BigBasket,1404.37,UPI,Success,Delhi
T2234,2025-09-27,C130,Amazon,9536.73,Net Banking,Success,Delhi
T2235,2025-09-27,C174,Myntra,2606.53,Credit Card,Pending,Delhi
T2236,2025-09-27,C120,BigBasket,3283.18,Credit Card,Success,Mumbai
T2237,2025-09-27,C115,Amazon,5365.67,Debit Card,Failed,Delhi
T2238,2025-09-27,C137,BigBasket,7441.98,UPI,Success,Chennai
T2239,2025-09-28,C147,Swiggy,596.06,UPI,Pending,Delhi
T2240,2025-09-28,C160,Swiggy,7533.3,Debit Card,Success,Bangalore
T2241,2025-09-28,C164,Myntra,4436.1,Credit Card,Success,Mumbai
T2242,2025-09-28,C142,Amazon,2880.87,Credit Card,Pending,Kolkata
T2243,2025-09-28,C176,Swiggy,1608.03,Net Banking,Success,Chennai
T2244,2025-09-29,C120,BigBasket,3259.65,UPI,Success,Mumbai
T2245,2025-09-29,C186,Swiggy,6036.98,Net Banking,Failed,Chennai
T2246,2025-09-29,C177,Myntra,1854.63,Net Banking,Success,Mumbai
T2247,2025-09-29,C171,Flipkart,4551.36,UPI,Success,Bangalore
T2248,2025-09-30,C154,Amazon,6633.96,Debit Card,Success,Kolkata
T2249,2025-09-30,C101,Swiggy,7411.26,UPI,Success,Bangalore
T2250,2025-09-30,C117,Flipkart,5138.45,Debit Card,Failed,Kolkata
T2251,2025-10-01,C127,Swiggy,3489.39,Debit Card,Success,Chennai
T2252,2025-10-01,C105,Flipkart,1008.06,UPI,Success,Mumbai
T2253,2025-10-01,C161,Swiggy,295.69,Credit Card,Success,Kolkata
T2254,2025-10-01,C156,Swiggy,8620.24,Credit Card,Pending,Kolkata
T2255,2025-10-02,C138,BigBasket,1472.68,UPI,Success,Kolkata
T2256,2025-10-02,C124,BigBasket,2104.97,Credit Card,Pending,Chennai
T2257,2025-10-02,C129,Swiggy,6139.6,Credit Card,Pending,Kolkata
T2258,2025-10-03,C135,Myntra,9763.67,Debit Card,Pending,Kolkata
T2259,2025-10-03,C163,Flipkart,4060.61,Debit Card,Success,Bangalore
T2260,2025-10-03,C170,Amazon,9365.78,Credit Card,Success,Bangalore
T2261,2025-10-03,C139,Amazon,4949.26,UPI,Success,Mumbai
T2262,2025-10-04,C103,Amazon,9246.36,Credit Card,Success,Bangalore
T2263,2025-10-04,C115,Flipkart,7670.21,Debit Card,Success,Delhi
T2264,2025-10-04,C108,Swiggy,2478.24,UPI,Success,Mumbai
T2265,2025-10-04,C152,Myntra,5901.02,UPI,Success,Kolkata
T2266,2025-10-04,C164,Swiggy,8619.64,Credit Card,Success,Kolkata
T2267,2025-10-05,C104,Myntra,7995.36,Net Banking,Success,Bangalore
T2268,2025-10-05,C109,Swiggy,1245.47,Net Banking,Failed,Kolkata
T2269,2025-10-05,C152,Flipkart,1624.24,Net Banking,Success,Chennai
T2270,2025-10-06,C126,Myntra,789.44,Credit Card,Success,Chennai
T2271,2025-10-06,C160,Myntra,8860.01,UPI,Success,Chennai
T2272,2025-10-06,C184,Swiggy,1845.93,Credit Card,Success,Chennai
T2273,2025-10-06,C190,Myntra,6893.01,Debit Card,Success,Delhi
T2274,2025-10-06,C154,Flipkart,5212.95,Credit Card,Success,Mumbai
T2275,2025-10-07,C184,BigBasket,3251.43,UPI,Success,Chennai
T2276,2025-10-07,C131,Flipkart,6755.42,Credit Card,Success,Kolkata
T2277,2025-10-07,C100,BigBasket,8230.18,Credit Card,Success,Chennai
T2278,2025-10-07,C192,Swiggy,8033.76,Net Banking,Success,Chennai
T2279,2025-10-07,C113,Flipkart,8802.78,Credit Card,Success,Delhi
T2280,2025-10-08,C166,Myntra,622.79,Net Banking,Success,Delhi
T2281,2025-10-08,C197,BigBasket,444.9,Credit Card,Success,Mumbai
T2282,2025-10-08,C165,Myntra,1553.95,Net Banking,Success,Kolkata
T2283,2025-10-09,C190,Amazon,8210.08,Net Banking,Pending,Delhi
T2284,2025-10-09,C163,Swiggy,2648.77,UPI,Pending,Mumbai
T2285,2025-10-09,C166,Swiggy,4700.33,UPI,Pending,Kolkata
T2286,2025-10-09,C133,Myntra,7539.76,Credit Card,Success,Delhi
T2287,2025-10-09,C162,Flipkart,1835.93,Net Banking,Success,Bangalore
T2288,2025-10-10,C154,BigBasket,6570.04,Net Banking,Success,Bangalore
T2289,2025-10-10,C173,Flipkart,9758.4,Credit Card,Success,Chennai
T2290,2025-10-10,C118,Swiggy,6595.13,Net Banking,Success,Kolkata
T2291,2025-10-10,C161,Flipkart,5554.0,Debit Card,Success,Kolkata
T2292,2025-10-10,C167,Amazon,589.65,Net Banking,Success,Kolkata
T2293,2025-10-11,C194,Myntra,4244.7,UPI,Success,Mumbai
T2294,2025-10-11,C183,Amazon,3915.16,Credit Card,Pending,Kolkata
T2295,2025-10-11,C156,Myntra,5684.54,Debit Card,Success,Mumbai
T2296,2025-10-11,C170,Flipkart,2201.54,Debit Card,Success,Bangalore
T2297,2025-10-12,C119,BigBasket,4752.56,Credit Card,Pending,Bangalore
T2298,2025-10-12,C126,Amazon,2230.26,Net Banking,Success,Chennai
T2299,2025-10-12,C118,Myntra,2219.51,Debit Card,Success,Chennai
T2300,2025-10-12,C131,Flipkart,1843.77,UPI,Success,Mumbai
T2301,2025-10-12,C102,Flipkart,3671.51,UPI,Success,Chennai
T2302,2025-10-13,C183,Myntra,6143.8,UPI,Success,Kolkata
T2303,2025-10-13,C104,BigBasket,1088.33,Credit Card,Success,Delhi
T2304,2025-10-13,C176,Swiggy,1307.49,Net Banking,Success,Bangalore
T2305,2025-10-13,C159,BigBasket,5308.0,Net Banking,Success,Bangalore
T2306,2025-10-14,C168,Flipkart,9491.59,UPI,Success,Bangalore
T2307,2025-10-14,C157,BigBasket,9788.48,Net Banking,Success,Chennai
T2308,2025-10-14,C151,Myntra,3869.25,Credit Card,Success,Mumbai
T2309,2025-10-15,C180,Flipkart,3278.75,Net Banking,Success,Delhi
T2310,2025-10-15,C160,BigBasket,5934.38,Debit Card,Pending,Kolkata
T2311,2025-10-15,C197,Amazon,6368.18,UPI,Failed,Bangalore
T2312,2025-10-15,C161,Myntra,3359.7,UPI,Success,Chennai
T2313,2025-10-16,C145,Myntra,5588.55,Debit Card,Success,Bangalore
T2314,2025-10-16,C183,Flipkart,1036.93,UPI,Success,Chennai
T2315,2025-10-16,C175,BigBasket,2223.94,UPI,Pending,Mumbai
T2316,2025-10-16,C146,Amazon,8285.22,UPI,Failed,Delhi
T2317,2025-10-17,C159,Swiggy,620.5,Debit Card,Success,Bangalore
T2318,2025-10-17,C159,BigBasket,5831.88,Credit Card,Success,Delhi
T2319,2025-10-17,C126,Swiggy,5670.41,Net Banking,Success,Delhi
T2320,2025-10-17,C120,BigBasket,5014.53,Net Banking,Pending,Chennai
T2321,2025-10-18,C107,BigBasket,8799.76,UPI,Success,Bangalore
T2322,2025-10-18,C117,Flipkart,1689.82,UPI,Success,Delhi
T2323,2025-10-18,C151,Myntra,9657.62,Debit Card,Failed,Mumbai
T2324,2025-10-18,C139,BigBasket,5983.3,Net Banking,Success,Chennai
T2325,2025-10-19,C184,Flipkart,8128.53,Debit Card,Success,Chennai
T2326,2025-10-19,C114,BigBasket,6111.39,Credit Card,Success,Chennai
T2327,2025-10-19,C138,Amazon,1272.15,Credit Card,Success,Mumbai
T2328,2025-10-19,C135,Myntra,3107.59,Debit Card,Success,Bangalore
T2329,2025-10-20,C177,Amazon,6932.26,UPI,Success,Mumbai
T2330,2025-10-20,C149,Flipkart,6225.28,UPI,Success,Chennai
T2331,2025-10-20,C145,BigBasket,2221.83,Debit Card,Success,Chennai
T2332,2025-10-20,C127,Amazon,1058.42,UPI,Failed,Delhi
T2333,2025-10-20,C168,Myntra,9746.73,Credit Card,Success,Chennai
T2334,2025-10-21,C154,BigBasket,6378.92,UPI,Success,Chennai
T2335,2025-10-21,C170,Flipkart,5392.55,UPI,Failed,Bangalore
T2336,2025-10-21,C149,Flipkart,7087.39,Debit Card,Failed,Kolkata
T2337,2025-10-21,C136,Flipkart,9365.15,Credit Card,Pending,Bangalore
T2338,2025-10-22,C199,Flipkart,1642.0,Credit Card,Success,Delhi
T2339,2025-10-22,C116,BigBasket,4032.61,Debit Card,Success,Bangalore
T2340,2025-10-22,C135,Flipkart,3175.48,Credit Card,Success,Chennai
T2341,2025-10-23,C118,BigBasket,1033.43,Debit Card,Pending,Bangalore
T2342,2025-10-23,C163,BigBasket,9761.39,Debit Card,Failed,Bangalore
T2343,2025-10-23,C133,Flipkart,7978.31,UPI,Success,Chennai
T2344,2025-10-24,C172,Myntra,7077.9,Credit Card,Success,Chennai
T2345,2025-10-24,C176,BigBasket,3679.83,UPI,Pending,Delhi
T2346,2025-10-24,C130,Swiggy,7820.71,Net Banking,Success,Delhi
T2347,2025-10-24,C126,BigBasket,448.24,Debit Card,Success,Bangalore
T2348,2025-10-24,C131,Myntra,2265.17,Credit Card,Pending,Mumbai
T2349,2025-10-25,C179,BigBasket,2439.97,Debit Card,Success,Delhi
T2350,2025-10-25,C126,Flipkart,2031.73,Net Banking,Failed,Chennai
T2351,2025-10-25,C113,Amazon,6297.3,Credit Card,Success,Kolkata
T2352,2025-10-25,C102,Swiggy,8654.95,Debit Card,Success,Bangalore
T2353,2025-10-25,C184,Flipkart,2336.7,UPI,Failed,Chennai
T2354,2025-10-26,C128,Myntra,5450.72,Credit Card,Success,Mumbai
T2355,2025-10-26,C141,Flipkart,6761.25,Debit Card,Success,Bangalore
T2356,2025-10-26,C132,Swiggy,1771.84,Debit Card,Failed,Mumbai
T2357,2025-10-26,C127,BigBasket,5026.71,Net Banking,Success,Delhi
T2358,2025-10-26,C187,BigBasket,9948.67,UPI,Pending,Chennai
T2359,2025-10-27,C147,Amazon,761.57,Debit Card,Success,Chennai
T2360,2025-10-27,C167,Swiggy,603.25,Debit Card,Pending,Bangalore
T2361,2025-10-27,C151,BigBasket,4808.06,Debit Card,Success,Delhi
T2362,2025-10-27,C167,Swiggy,7839.39,Credit Card,Pending,Chennai
T2363,2025-10-28,C139,Swiggy,3541.97,Debit Card,Success,Mumbai
T2364,2025-10-28,C124,BigBasket,3772.03,Credit Card,Success,Mumbai
T2365,2025-10-28,C191,Myntra,7392.07,Debit Card,Success,Chennai
T2366,2025-10-29,C112,Swiggy,1398.44,UPI,Pending,Delhi
T2367,2025-10-29,C184,Swiggy,8957.41,Debit Card,Pending,Kolkata
T2368,2025-10-29,C110,BigBasket,1628.79,UPI,Pending,Delhi
T2369,2025-10-30,C177,Flipkart,7629.41,Credit Card,Pending,Bangalore
T2370,2025-10-30,C119,Swiggy,4836.21,UPI,Success,Kolkata
T2371,2025-10-30,C158,Myntra,1360.03,UPI,Success,Bangalore
T2372,2025-10-31,C137,Flipkart,4863.12,Net Banking,Success,Mumbai
T2373,2025-10-31,C159,BigBasket,4537.58,UPI,Success,Bangalore
T2374,2025-10-31,C162,Myntra,1845.92,Net Banking,Success,Chennai
T2375,2025-10-31,C167,Myntra,7542.63,Net Banking,Success,Kolkata
T2376,2025-10-31,C170,Flipkart,4444.33,Debit Card,Success,Kolkata
T2377,2025-11-01,C192,Amazon,9307.03,Credit Card,Success,Mumbai
T2378,2025-11-01,C134,Flipkart,9988.41,Credit Card,Success,Chennai
T2379,2025-11-01,C196,BigBasket,7935.37,Credit Card,Success,Mumbai
T2380,2025-11-01,C130,Swiggy,4824.29,Net Banking,Success,Chennai
T2381,2025-11-01,C168,Amazon,5566.41,Debit Card,Success,Bangalore
T2382,2025-11-02,C167,Myntra,7950.75,Net Banking,Failed,Bangalore
T2383,2025-11-02,C149,BigBasket,8910.0,Net Banking,Success,Kolkata
T2384,2025-11-02,C150,Myntra,6102.36,Debit Card,Success,Bangalore
T2385,2025-11-03,C190,Swiggy,1781.02,UPI,Success,Mumbai
T2386,2025-11-03,C199,Swiggy,4088.51,Credit Card,Success,Delhi
T2387,2025-11-03,C100,Swiggy,1837.08,Net Banking,Success,Bangalore
T2388,2025-11-03,C113,BigBasket,1486.55,Credit Card,Success,Bangalore
T2389,2025-11-03,C191,Amazon,2834.45,Net Banking,Failed,Chennai
T2390,2025-11-04,C142,Amazon,4381.9,Debit Card,Pending,Kolkata
T2391,2025-11-04,C188,Swiggy,3845.35,Debit Card,Success,Bangalore
T2392,2025-11-04,C124,Flipkart,5754.56,UPI,Success,Bangalore
T2393,2025-11-05,C131,BigBasket,8118.41,Debit Card,Success,Delhi
T2394,2025-11-05,C173,Myntra,3778.28,Debit Card,Success,Delhi
T2395,2025-11-05,C118,Amazon,4846.23,UPI,Success,Chennai
T2396,2025-11-06,C161,Swiggy,9831.57,Net Banking,Pending,Chennai
T2397,2025-11-06,C103,BigBasket,2534.17,Credit Card,Success,Mumbai
T2398,2025-11-06,C148,Flipkart,4735.49,Net Banking,Success,Kolkata
T2399,2025-11-06,C168,Amazon,2965.35,Net Banking,Failed,Mumbai
T2400,2025-11-07,C157,Swiggy,2813.93,UPI,Success,Kolkata
T2401,2025-11-07,C189,Flipkart,4080.27,Credit Card,Success,Chennai
T2402,2025-11-07,C198,Swiggy,447.66,UPI,Success,Mumbai
T2403,2025-11-07,C114,Amazon,2188.25,Credit Card,Failed,Mumbai
T2404,2025-11-08,C103,BigBasket,2353.85,Debit Card,Success,Delhi
T2405,2025-11-08,C163,Myntra,6227.27,Debit Card,Success,Mumbai
T2406,2025-11-08,C138,Swiggy,9391.26,Net Banking,Success,Mumbai
T2407,2025-11-08,C199,BigBasket,5321.83,Credit Card,Success,Mumbai
T2408,2025-11-08,C156,Swiggy,2949.76,UPI,Success,Delhi
T2409,2025-11-09,C187,Swiggy,5868.18,Debit Card,Success,Bangalore
T2410,2025-11-09,C107,BigBasket,2542.58,Credit Card,Success,Kolkata
T2411,2025-11-09,C124,Myntra,1966.45,Debit Card,Success,Chennai
T2412,2025-11-10,C142,Swiggy,9186.81,Net Banking,Success,Bangalore
T2413,2025-11-10,C106,Swiggy,4791.93,Net Banking,Success,Bangalore
T2414,2025-11-10,C112,Amazon,8767.84,Net Banking,Success,Kolkata
T2415,2025-11-10,C188,Myntra,9801.79,UPI,Success,Bangalore
T2416,2025-11-10,C103,Swiggy,3434.88,Net Banking,Success,Mumbai
T2417,2025-11-11,C165,BigBasket,2279.56,Net Banking,Success,Kolkata
T2418,2025-11-11,C117,Swiggy,646.58,UPI,Success,Bangalore
T2419,2025-11-11,C102,Swiggy,4024.72,Net Banking,Failed,Bangalore
T2420,2025-11-11,C199,Myntra,2650.36,Debit Card,Success,Kolkata
T2421,2025-11-11,C150,Swiggy,2237.66,Credit Card,Pending,Chennai
T2422,2025-11-12,C160,Myntra,2384.39,UPI,Failed,Delhi
T2423,2025-11-12,C143,Swiggy,6392.05,UPI,Success,Mumbai
T2424,2025-11-12,C159,Amazon,4550.37,Net Banking,Success,Mumbai
T2425,2025-11-12,C111,BigBasket,8136.35,Net Banking,Pending,Kolkata
T2426,2025-11-12,C138,Flipkart,9726.23,Net Banking,Failed,Bangalore
T2427,2025-11-13,C162,BigBasket,2196.54,Net Banking,Success,Delhi
T2428,2025-11-13,C138,Myntra,9899.25,Net Banking,Success,Delhi
T2429,2025-11-13,C189,Amazon,5844.38,Credit Card,Success,Delhi
T2430,2025-11-13,C114,Amazon,6420.83,Credit Card,Success,Bangalore
T2431,2025-11-13,C167,Amazon,3526.03,UPI,Success,Delhi
T2432,2025-11-14,C195,Swiggy,2680.97,UPI,Success,Delhi
T2433,2025-11-14,C160,BigBasket,3368.99,Credit Card,Success,Mumbai
T2434,2025-11-14,C196,Flipkart,7673.74,Net Banking,Success,Kolkata
T2435,2025-11-15,C100,Swiggy,3020.69,Credit Card,Pending,Kolkata
T2436,2025-11-15,C152,Myntra,6256.43,Debit Card,Success,Delhi
T2437,2025-11-15,C133,BigBasket,6966.05,Net Banking,Success,Chennai
T2438,2025-11-15,C100,Swiggy,4523.7,Net Banking,Success,Chennai
